start_range, end_range, start_end, input_value, parallelism, accuracy, precision, storage, num_inp_vals, observed, obs_dec, expected, exp_dec, obs_dec-exp_dec, abs_err
-8.0,8.0,-8.0 to 8.0,0xc29d,8,lut,float16,mem,512,0x9869,-0.002153,0x0000,0.0,-0.002153,0.002153
-8.0,8.0,-8.0 to 8.0,0x3b11,8,lut,float16,mem,512,0x90fc,-0.0006084,0x0000,0.0,-0.0006084,0.0006084
-8.0,8.0,-8.0 to 8.0,0xc1c1,8,lut,float16,mem,512,0x9817,-0.001997,0x0000,0.0,-0.001997,0.001997
-8.0,8.0,-8.0 to 8.0,0x47a5,8,lut,float16,mem,512,0x25c4,0.02252,0x0000,0.0,0.02252,0.02252
-8.0,8.0,-8.0 to 8.0,0xc4bd,8,lut,float16,mem,512,0x997d,-0.00268,0x0000,0.0,-0.00268,0.00268
-8.0,8.0,-8.0 to 8.0,0x42a2,8,lut,float16,mem,512,0x0cb8,0.000288,0x0000,0.0,0.000288,0.000288
-8.0,8.0,-8.0 to 8.0,0x44c0,8,lut,float16,mem,512,0x1518,0.001244,0x0000,0.0,0.001244,0.001244
-8.0,8.0,-8.0 to 8.0,0xb90f,8,lut,float16,mem,512,0x94c6,-0.001165,0x0000,0.0,-0.001165,0.001165
-8.0,8.0,-8.0 to 8.0,0x37e1,8,lut,float16,mem,512,0x922c,-0.0007534,0x0000,0.0,-0.0007534,0.0007534
-8.0,8.0,-8.0 to 8.0,0x4730,8,lut,float16,mem,512,0x2354,0.01431,0x0000,0.0,0.01431,0.01431
-8.0,8.0,-8.0 to 8.0,0x412d,8,lut,float16,mem,512,0x0140,1.91e-05,0x0000,0.0,1.91e-05,1.91e-05
-8.0,8.0,-8.0 to 8.0,0xc4c8,8,lut,float16,mem,512,0x9985,-0.002695,0x0000,0.0,-0.002695,0.002695
-8.0,8.0,-8.0 to 8.0,0xc0e8,8,lut,float16,mem,512,0x978a,-0.001841,0x0000,0.0,-0.001841,0.001841
-8.0,8.0,-8.0 to 8.0,0x3bf3,8,lut,float16,mem,512,0x90a8,-0.0005684,0x0000,0.0,-0.0005684,0.0005684
-8.0,8.0,-8.0 to 8.0,0xc4a7,8,lut,float16,mem,512,0x996d,-0.00265,0x0000,0.0,-0.00265,0.00265
-8.0,8.0,-8.0 to 8.0,0xbe78,8,lut,float16,mem,512,0x9642,-0.001528,0x0000,0.0,-0.001528,0.001528
-8.0,8.0,-8.0 to 8.0,0x3f5a,8,lut,float16,mem,512,0x8c38,-0.0002575,0x0000,0.0,-0.0002575,0.0002575
-8.0,8.0,-8.0 to 8.0,0xc780,8,lut,float16,mem,512,0x9b93,-0.003698,0x0000,0.0,-0.003698,0.003698
-8.0,8.0,-8.0 to 8.0,0xc4bf,8,lut,float16,mem,512,0x997f,-0.002684,0x0000,0.0,-0.002684,0.002684
-8.0,8.0,-8.0 to 8.0,0x4449,8,lut,float16,mem,512,0x1268,0.000782,0x0000,0.0,0.000782,0.000782
-8.0,8.0,-8.0 to 8.0,0xc1cf,8,lut,float16,mem,512,0x981b,-0.002005,0x0000,0.0,-0.002005,0.002005
-8.0,8.0,-8.0 to 8.0,0xc6c7,8,lut,float16,mem,512,0x9b07,-0.003431,0x0000,0.0,-0.003431,0.003431
-8.0,8.0,-8.0 to 8.0,0x3e6d,8,lut,float16,mem,512,0x8da0,-0.0003433,0x0000,0.0,-0.0003433,0.0003433
-8.0,8.0,-8.0 to 8.0,0xc742,8,lut,float16,mem,512,0x9b63,-0.003607,0x0000,0.0,-0.003607,0.003607
-8.0,8.0,-8.0 to 8.0,0x437e,8,lut,float16,mem,512,0x0f78,0.0004559,0x0000,0.0,0.0004559,0.0004559
-8.0,8.0,-8.0 to 8.0,0x4769,8,lut,float16,mem,512,0x248c,0.01776,0x0000,0.0,0.01776,0.01776
-8.0,8.0,-8.0 to 8.0,0xc40c,8,lut,float16,mem,512,0x98f9,-0.002428,0x0000,0.0,-0.002428,0.002428
-8.0,8.0,-8.0 to 8.0,0x4681,8,lut,float16,mem,512,0x1f60,0.007202,0x0000,0.0,0.007202,0.007202
-8.0,8.0,-8.0 to 8.0,0x44a3,8,lut,float16,mem,512,0x1490,0.001114,0x0000,0.0,0.001114,0.001114
-8.0,8.0,-8.0 to 8.0,0xc4c7,8,lut,float16,mem,512,0x9985,-0.002695,0x0000,0.0,-0.002695,0.002695
-8.0,8.0,-8.0 to 8.0,0xc782,8,lut,float16,mem,512,0x9b93,-0.003698,0x0000,0.0,-0.003698,0.003698
-8.0,8.0,-8.0 to 8.0,0xc353,8,lut,float16,mem,512,0x98ad,-0.002283,0x0000,0.0,-0.002283,0.002283
-8.0,8.0,-8.0 to 8.0,0x3d5c,8,lut,float16,mem,512,0x8f38,-0.0004406,0x0000,0.0,-0.0004406,0.0004406
-8.0,8.0,-8.0 to 8.0,0x4143,8,lut,float16,mem,512,0x0240,3.433e-05,0x0000,0.0,3.433e-05,3.433e-05
-8.0,8.0,-8.0 to 8.0,0xb6e7,8,lut,float16,mem,512,0x947a,-0.001093,0x0000,0.0,-0.001093,0.001093
-8.0,8.0,-8.0 to 8.0,0xbc8f,8,lut,float16,mem,512,0x958a,-0.001352,0x0000,0.0,-0.001352,0.001352
-8.0,8.0,-8.0 to 8.0,0x3ce1,8,lut,float16,mem,512,0x8ff0,-0.0004845,0x0000,0.0,-0.0004845,0.0004845
-8.0,8.0,-8.0 to 8.0,0xc4f3,8,lut,float16,mem,512,0x99a7,-0.00276,0x0000,0.0,-0.00276,0.00276
-8.0,8.0,-8.0 to 8.0,0xc554,8,lut,float16,mem,512,0x99ef,-0.002897,0x0000,0.0,-0.002897,0.002897
-8.0,8.0,-8.0 to 8.0,0xc2f0,8,lut,float16,mem,512,0x9889,-0.002214,0x0000,0.0,-0.002214,0.002214
-8.0,8.0,-8.0 to 8.0,0x4536,8,lut,float16,mem,512,0x1808,0.001968,0x0000,0.0,0.001968,0.001968
-8.0,8.0,-8.0 to 8.0,0xc2b2,8,lut,float16,mem,512,0x9871,-0.002169,0x0000,0.0,-0.002169,0.002169
-8.0,8.0,-8.0 to 8.0,0x465c,8,lut,float16,mem,512,0x1e60,0.006226,0x0000,0.0,0.006226,0.006226
-8.0,8.0,-8.0 to 8.0,0xb9ca,8,lut,float16,mem,512,0x94ea,-0.0012,0x0000,0.0,-0.0012,0.0012
-8.0,8.0,-8.0 to 8.0,0xbffd,8,lut,float16,mem,512,0x96d6,-0.001669,0x0000,0.0,-0.001669,0.001669
-8.0,8.0,-8.0 to 8.0,0xa7ed,8,lut,float16,mem,512,0x93bc,-0.000944,0x0000,0.0,-0.000944,0.000944
-8.0,8.0,-8.0 to 8.0,0xbc35,8,lut,float16,mem,512,0x956a,-0.001322,0x0000,0.0,-0.001322,0.001322
-8.0,8.0,-8.0 to 8.0,0xb890,8,lut,float16,mem,512,0x94ae,-0.0011425,0x0000,0.0,-0.0011425,0.0011425
-8.0,8.0,-8.0 to 8.0,0x462e,8,lut,float16,mem,512,0x1d58,0.00522,0x0000,0.0,0.00522,0.00522
-8.0,8.0,-8.0 to 8.0,0xbcf9,8,lut,float16,mem,512,0x95b6,-0.001394,0x0000,0.0,-0.001394,0.001394
-8.0,8.0,-8.0 to 8.0,0xc725,8,lut,float16,mem,512,0x9b4d,-0.003565,0x0000,0.0,-0.003565,0.003565
-8.0,8.0,-8.0 to 8.0,0x45c5,8,lut,float16,mem,512,0x1b08,0.003433,0x0000,0.0,0.003433,0.003433
-8.0,8.0,-8.0 to 8.0,0x2e78,8,lut,float16,mem,512,0x9354,-0.0008945,0x0000,0.0,-0.0008945,0.0008945
-8.0,8.0,-8.0 to 8.0,0x38eb,8,lut,float16,mem,512,0x91cc,-0.0007076,0x0000,0.0,-0.0007076,0.0007076
-8.0,8.0,-8.0 to 8.0,0x4492,8,lut,float16,mem,512,0x1444,0.001041,0x0000,0.0,0.001041,0.001041
-8.0,8.0,-8.0 to 8.0,0x412d,8,lut,float16,mem,512,0x0140,1.91e-05,0x0000,0.0,1.91e-05,1.91e-05
-8.0,8.0,-8.0 to 8.0,0x44f5,8,lut,float16,mem,512,0x1638,0.001518,0x0000,0.0,0.001518,0.001518
-8.0,8.0,-8.0 to 8.0,0x472d,8,lut,float16,mem,512,0x2338,0.0141,0x0000,0.0,0.0141,0.0141
-8.0,8.0,-8.0 to 8.0,0xc449,8,lut,float16,mem,512,0x9927,-0.002516,0x0000,0.0,-0.002516,0.002516
-8.0,8.0,-8.0 to 8.0,0x4561,8,lut,float16,mem,512,0x18c0,0.00232,0x0000,0.0,0.00232,0.00232
-8.0,8.0,-8.0 to 8.0,0xc366,8,lut,float16,mem,512,0x98b5,-0.002298,0x0000,0.0,-0.002298,0.002298
-8.0,8.0,-8.0 to 8.0,0x4570,8,lut,float16,mem,512,0x1910,0.002472,0x0000,0.0,0.002472,0.002472
-8.0,8.0,-8.0 to 8.0,0xc217,8,lut,float16,mem,512,0x9837,-0.002058,0x0000,0.0,-0.002058,0.002058
-8.0,8.0,-8.0 to 8.0,0xc626,8,lut,float16,mem,512,0x9a8b,-0.003195,0x0000,0.0,-0.003195,0.003195
-8.0,8.0,-8.0 to 8.0,0x4139,8,lut,float16,mem,512,0x01e0,2.86e-05,0x0000,0.0,2.86e-05,2.86e-05
-8.0,8.0,-8.0 to 8.0,0x45f7,8,lut,float16,mem,512,0x1c48,0.00418,0x0000,0.0,0.00418,0.00418
-8.0,8.0,-8.0 to 8.0,0x3c0a,8,lut,float16,mem,512,0x909c,-0.0005627,0x0000,0.0,-0.0005627,0.0005627
-8.0,8.0,-8.0 to 8.0,0xbf47,8,lut,float16,mem,512,0x9692,-0.001604,0x0000,0.0,-0.001604,0.001604
-8.0,8.0,-8.0 to 8.0,0xc7bf,8,lut,float16,mem,512,0x9bc3,-0.00379,0x0000,0.0,-0.00379,0.00379
-8.0,8.0,-8.0 to 8.0,0x46ce,8,lut,float16,mem,512,0x20fc,0.009735,0x0000,0.0,0.009735,0.009735
-8.0,8.0,-8.0 to 8.0,0x454a,8,lut,float16,mem,512,0x1860,0.002136,0x0000,0.0,0.002136,0.002136
-8.0,8.0,-8.0 to 8.0,0x4633,8,lut,float16,mem,512,0x1d68,0.00528,0x0000,0.0,0.00528,0.00528
-8.0,8.0,-8.0 to 8.0,0xc657,8,lut,float16,mem,512,0x9ab3,-0.003271,0x0000,0.0,-0.003271,0.003271
-8.0,8.0,-8.0 to 8.0,0xc0c3,8,lut,float16,mem,512,0x976a,-0.00181,0x0000,0.0,-0.00181,0.00181
-8.0,8.0,-8.0 to 8.0,0x4167,8,lut,float16,mem,512,0x0400,6.104e-05,0x0000,0.0,6.104e-05,6.104e-05
-8.0,8.0,-8.0 to 8.0,0x46a1,8,lut,float16,mem,512,0x202c,0.00815,0x0000,0.0,0.00815,0.00815
-8.0,8.0,-8.0 to 8.0,0x464d,8,lut,float16,mem,512,0x1e00,0.00586,0x0000,0.0,0.00586,0.00586
-8.0,8.0,-8.0 to 8.0,0x45ed,8,lut,float16,mem,512,0x1c1c,0.004013,0x0000,0.0,0.004013,0.004013
-8.0,8.0,-8.0 to 8.0,0x47bf,8,lut,float16,mem,512,0x2660,0.0249,0x0000,0.0,0.0249,0.0249
-8.0,8.0,-8.0 to 8.0,0x400f,8,lut,float16,mem,512,0x8a20,-0.0001869,0x0000,0.0,-0.0001869,0.0001869
-8.0,8.0,-8.0 to 8.0,0x428f,8,lut,float16,mem,512,0x0c78,0.0002728,0x0000,0.0,0.0002728,0.0002728
-8.0,8.0,-8.0 to 8.0,0xc5a4,8,lut,float16,mem,512,0x9a2b,-0.003012,0x0000,0.0,-0.003012,0.003012
-8.0,8.0,-8.0 to 8.0,0x3c17,8,lut,float16,mem,512,0x9090,-0.000557,0x0000,0.0,-0.000557,0.000557
-8.0,8.0,-8.0 to 8.0,0x3445,8,lut,float16,mem,512,0x92d4,-0.0008335,0x0000,0.0,-0.0008335,0.0008335
-8.0,8.0,-8.0 to 8.0,0xb140,8,lut,float16,mem,512,0x9412,-0.000994,0x0000,0.0,-0.000994,0.000994
-8.0,8.0,-8.0 to 8.0,0xbe71,8,lut,float16,mem,512,0x9642,-0.001528,0x0000,0.0,-0.001528,0.001528
-8.0,8.0,-8.0 to 8.0,0xc3af,8,lut,float16,mem,512,0x98d1,-0.002352,0x0000,0.0,-0.002352,0.002352
-8.0,8.0,-8.0 to 8.0,0xbfc6,8,lut,float16,mem,512,0x96c2,-0.00165,0x0000,0.0,-0.00165,0.00165
-8.0,8.0,-8.0 to 8.0,0x42cf,8,lut,float16,mem,512,0x0d38,0.0003185,0x0000,0.0,0.0003185,0.0003185
-8.0,8.0,-8.0 to 8.0,0xc096,8,lut,float16,mem,512,0x974a,-0.00178,0x0000,0.0,-0.00178,0.00178
-8.0,8.0,-8.0 to 8.0,0xc7ef,8,lut,float16,mem,512,0x9be7,-0.003859,0x0000,0.0,-0.003859,0.003859
-8.0,8.0,-8.0 to 8.0,0x4597,8,lut,float16,mem,512,0x19e0,0.002869,0x0000,0.0,0.002869,0.002869
-8.0,8.0,-8.0 to 8.0,0x3e7a,8,lut,float16,mem,512,0x8d88,-0.0003376,0x0000,0.0,-0.0003376,0.0003376
-8.0,8.0,-8.0 to 8.0,0xc51f,8,lut,float16,mem,512,0x99c7,-0.002821,0x0000,0.0,-0.002821,0.002821
-8.0,8.0,-8.0 to 8.0,0x4643,8,lut,float16,mem,512,0x1dc4,0.00563,0x0000,0.0,0.00563,0.00563
-8.0,8.0,-8.0 to 8.0,0xc22f,8,lut,float16,mem,512,0x983f,-0.002073,0x0000,0.0,-0.002073,0.002073
-8.0,8.0,-8.0 to 8.0,0x46e9,8,lut,float16,mem,512,0x2180,0.01074,0x0000,0.0,0.01074,0.01074
-8.0,8.0,-8.0 to 8.0,0x46da,8,lut,float16,mem,512,0x2134,0.01016,0x0000,0.0,0.01016,0.01016
-8.0,8.0,-8.0 to 8.0,0xb941,8,lut,float16,mem,512,0x94d2,-0.001177,0x0000,0.0,-0.001177,0.001177
-8.0,8.0,-8.0 to 8.0,0x47a2,8,lut,float16,mem,512,0x25b0,0.02222,0x0000,0.0,0.02222,0.02222
-8.0,8.0,-8.0 to 8.0,0x3a3a,8,lut,float16,mem,512,0x914c,-0.0006466,0x0000,0.0,-0.0006466,0.0006466
-8.0,8.0,-8.0 to 8.0,0x46cc,8,lut,float16,mem,512,0x20f0,0.00964,0x0000,0.0,0.00964,0.00964
-8.0,8.0,-8.0 to 8.0,0x45bf,8,lut,float16,mem,512,0x1ae0,0.003357,0x0000,0.0,0.003357,0.003357
-8.0,8.0,-8.0 to 8.0,0x47cf,8,lut,float16,mem,512,0x26c8,0.02649,0x0000,0.0,0.02649,0.02649
-8.0,8.0,-8.0 to 8.0,0x3c60,8,lut,float16,mem,512,0x9058,-0.0005302,0x0000,0.0,-0.0005302,0.0005302
-8.0,8.0,-8.0 to 8.0,0xc7cb,8,lut,float16,mem,512,0x9bcd,-0.003809,0x0000,0.0,-0.003809,0.003809
-8.0,8.0,-8.0 to 8.0,0x45f3,8,lut,float16,mem,512,0x1c34,0.004105,0x0000,0.0,0.004105,0.004105
-8.0,8.0,-8.0 to 8.0,0x3c27,8,lut,float16,mem,512,0x9080,-0.0005493,0x0000,0.0,-0.0005493,0.0005493
-8.0,8.0,-8.0 to 8.0,0x3ac0,8,lut,float16,mem,512,0x9118,-0.000622,0x0000,0.0,-0.000622,0.000622
-8.0,8.0,-8.0 to 8.0,0xc04b,8,lut,float16,mem,512,0x9712,-0.001726,0x0000,0.0,-0.001726,0.001726
-8.0,8.0,-8.0 to 8.0,0xb3ee,8,lut,float16,mem,512,0x9432,-0.001024,0x0000,0.0,-0.001024,0.001024
-8.0,8.0,-8.0 to 8.0,0xc6d5,8,lut,float16,mem,512,0x9b11,-0.00345,0x0000,0.0,-0.00345,0.00345
-8.0,8.0,-8.0 to 8.0,0xc78e,8,lut,float16,mem,512,0x9b9b,-0.003714,0x0000,0.0,-0.003714,0.003714
-8.0,8.0,-8.0 to 8.0,0xc1d0,8,lut,float16,mem,512,0x981d,-0.002008,0x0000,0.0,-0.002008,0.002008
-8.0,8.0,-8.0 to 8.0,0x44c4,8,lut,float16,mem,512,0x1530,0.0012665,0x0000,0.0,0.0012665,0.0012665
-8.0,8.0,-8.0 to 8.0,0xc5d0,8,lut,float16,mem,512,0x9a4d,-0.003077,0x0000,0.0,-0.003077,0.003077
-8.0,8.0,-8.0 to 8.0,0x419b,8,lut,float16,mem,512,0x0660,9.73e-05,0x0000,0.0,9.73e-05,9.73e-05
-8.0,8.0,-8.0 to 8.0,0x430d,8,lut,float16,mem,512,0x0e00,0.0003662,0x0000,0.0,0.0003662,0.0003662
-8.0,8.0,-8.0 to 8.0,0xc519,8,lut,float16,mem,512,0x99c1,-0.00281,0x0000,0.0,-0.00281,0.00281
-8.0,8.0,-8.0 to 8.0,0xc6b3,8,lut,float16,mem,512,0x9af9,-0.003405,0x0000,0.0,-0.003405,0.003405
-8.0,8.0,-8.0 to 8.0,0xc5a9,8,lut,float16,mem,512,0x9a2f,-0.00302,0x0000,0.0,-0.00302,0.00302
-8.0,8.0,-8.0 to 8.0,0x3e4a,8,lut,float16,mem,512,0x8dd0,-0.0003548,0x0000,0.0,-0.0003548,0.0003548
-8.0,8.0,-8.0 to 8.0,0xc1a4,8,lut,float16,mem,512,0x980b,-0.001974,0x0000,0.0,-0.001974,0.001974
-8.0,8.0,-8.0 to 8.0,0xbf61,8,lut,float16,mem,512,0x969e,-0.001616,0x0000,0.0,-0.001616,0.001616
-8.0,8.0,-8.0 to 8.0,0x4454,8,lut,float16,mem,512,0x12a8,0.0008125,0x0000,0.0,0.0008125,0.0008125
-8.0,8.0,-8.0 to 8.0,0xc7ca,8,lut,float16,mem,512,0x9bc9,-0.003801,0x0000,0.0,-0.003801,0.003801
-8.0,8.0,-8.0 to 8.0,0x42a0,8,lut,float16,mem,512,0x0cb8,0.000288,0x0000,0.0,0.000288,0.000288
-8.0,8.0,-8.0 to 8.0,0x44a8,8,lut,float16,mem,512,0x14ac,0.001141,0x0000,0.0,0.001141,0.001141
-8.0,8.0,-8.0 to 8.0,0x3bb0,8,lut,float16,mem,512,0x90c0,-0.00058,0x0000,0.0,-0.00058,0.00058
-8.0,8.0,-8.0 to 8.0,0x469b,8,lut,float16,mem,512,0x2010,0.007935,0x0000,0.0,0.007935,0.007935
-8.0,8.0,-8.0 to 8.0,0x3f92,8,lut,float16,mem,512,0x8bc0,-0.0002365,0x0000,0.0,-0.0002365,0.0002365
-8.0,8.0,-8.0 to 8.0,0x437b,8,lut,float16,mem,512,0x0f68,0.000452,0x0000,0.0,0.000452,0.000452
-8.0,8.0,-8.0 to 8.0,0x3a5a,8,lut,float16,mem,512,0x9144,-0.000643,0x0000,0.0,-0.000643,0.000643
-8.0,8.0,-8.0 to 8.0,0x4780,8,lut,float16,mem,512,0x24f8,0.01941,0x0000,0.0,0.01941,0.01941
-8.0,8.0,-8.0 to 8.0,0xc452,8,lut,float16,mem,512,0x992d,-0.002527,0x0000,0.0,-0.002527,0.002527
-8.0,8.0,-8.0 to 8.0,0x47fa,8,lut,float16,mem,512,0x2800,0.03125,0x0000,0.0,0.03125,0.03125
-8.0,8.0,-8.0 to 8.0,0x45f1,8,lut,float16,mem,512,0x1c2c,0.004074,0x0000,0.0,0.004074,0.004074
-8.0,8.0,-8.0 to 8.0,0xc553,8,lut,float16,mem,512,0x99ef,-0.002897,0x0000,0.0,-0.002897,0.002897
-8.0,8.0,-8.0 to 8.0,0x4606,8,lut,float16,mem,512,0x1c90,0.004456,0x0000,0.0,0.004456,0.004456
-8.0,8.0,-8.0 to 8.0,0x47fb,8,lut,float16,mem,512,0x2804,0.03137,0x0000,0.0,0.03137,0.03137
-8.0,8.0,-8.0 to 8.0,0x2fa5,8,lut,float16,mem,512,0x934c,-0.0008907,0x0000,0.0,-0.0008907,0.0008907
-8.0,8.0,-8.0 to 8.0,0x408e,8,lut,float16,mem,512,0x8640,-9.537e-05,0x0000,0.0,-9.537e-05,9.537e-05
-8.0,8.0,-8.0 to 8.0,0xbd7f,8,lut,float16,mem,512,0x95e6,-0.00144,0x0000,0.0,-0.00144,0.00144
-8.0,8.0,-8.0 to 8.0,0x4667,8,lut,float16,mem,512,0x1ea8,0.0065,0x0000,0.0,0.0065,0.0065
-8.0,8.0,-8.0 to 8.0,0xc624,8,lut,float16,mem,512,0x9a8b,-0.003195,0x0000,0.0,-0.003195,0.003195
-8.0,8.0,-8.0 to 8.0,0xbd6c,8,lut,float16,mem,512,0x95de,-0.001432,0x0000,0.0,-0.001432,0.001432
-8.0,8.0,-8.0 to 8.0,0x43cd,8,lut,float16,mem,512,0x1060,0.000534,0x0000,0.0,0.000534,0.000534
-8.0,8.0,-8.0 to 8.0,0xc504,8,lut,float16,mem,512,0x99b3,-0.002783,0x0000,0.0,-0.002783,0.002783
